coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
4851471,unknown,s.d.,,"Eriogonum coloradense",1,Small,Eriogonum,coloradense,,,,,urn:uuid:43f633c1-04ec-4cb1-95c9-077f71626b72,"2023-07-16 05:07:11"
1502347,,1977-00-00,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:44321f23-89b7-417d-a7e3-ce2b245b6c90,"2014-10-03 06:18:38"
1502347,"not specified",1977-00-00,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:c72abbdf-3d9a-4e4b-a033-22dd760f4a6e,"2021-01-07 16:23:24"
1502347,unknown,s.d.,,"Eriogonum coloradense",1,Small,Eriogonum,coloradense,,,,,urn:uuid:7f2d6716-4bfe-4df8-9684-1409e7d92470,"2023-07-16 05:07:11"
1502515,,1978-00-00,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:5823f38e-1ad9-4c3a-b4a4-63c67307f8ae,"2014-10-03 06:18:38"
1502515,"not specified",1978-00-00,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:461251b4-ab97-4cf7-b026-c7486691eddf,"2021-01-07 16:23:24"
1502515,unknown,s.d.,,"Eriogonum coloradense",1,Small,Eriogonum,coloradense,,,,,urn:uuid:6a854e67-4e68-4d18-a3ee-f26dbe064ab3,"2023-07-16 05:07:11"
1353187,unknown,s.d.,,"Eriogonum coloradense",1,Small,Eriogonum,coloradense,,,,,urn:uuid:532f06d6-c662-4b48-b62d-ab3d03252720,"2023-07-16 05:07:11"
1502514,unknown,s.d.,,"Eriogonum coloradense",1,Small,Eriogonum,coloradense,,,,,urn:uuid:bb917726-3eb5-40b0-a1b1-dba1b227fded,"2023-07-16 05:07:11"
24392601,unknown,s.d.,,"Eriogonum coloradense",1,Small,Eriogonum,coloradense,,,,,urn:uuid:482e7c9f-0c53-4abf-a184-edf8b53336c0,"2023-07-16 05:07:11"
18285123,"Williams, Charles F.",2018-03-06,,"Eriogonum coloradense",1,Small,Eriogonum,coloradense,,,"CO Flora W Slope, 4th ed. (2012).",,urn:uuid:d4315b64-abb3-422e-b779-a32092cbece3,"2023-07-16 05:07:11"
18285046,"Williams, Charles F.",2018-03-06,,"Eriogonum coloradense",0,Small,Eriogonum,coloradense,,,"CO Flora W Slope, 4th ed. (2012).",,urn:uuid:b371b100-5e3a-481e-b167-fd1a67510ecd,"2023-07-16 05:07:11"
18285046,"C.F. Williams",2023-07-07,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:4026f16a-0976-4b23-b763-cd132d2f5b12,"2023-08-19 12:55:15"
15880086,"Williams, C.F.",2017,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora Western Slope, 4th ed. (2012).",,urn:uuid:b5688204-20ca-4d7c-bd38-65c7dfd96500,"2023-07-05 13:17:54"
15880086,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:a468a15d-697c-45ee-8787-068e2920c2c3,"2023-07-05 13:17:54"
13357679,"Williams, Charles F.",2016,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora W Slope, 4th ed.",,urn:uuid:2c90e7c9-9b9c-4e6f-b17d-7c7b9efb3c7e,"2023-07-05 13:31:22"
13357679,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:79969c58-8435-4bf5-83fb-66b2a89347df,"2023-07-05 13:31:22"
31102557,"S.D. Zorio",2013,,"Eriogonum coloradense",0,Small,,,,,"CO Flora W Slope, 4th ed.",,urn:uuid:ff5b3727-d20c-4cba-83a7-2c7064c30120,"2023-07-05 13:07:49"
31102557,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:6d0ae668-8afc-4745-a4cd-315dadc6d88c,"2023-07-05 13:07:49"
31102556,"S.D. Zorio",2013,,"Eriogonum coloradense",0,Small,,,,,"CO Flora W Slope, 4th ed.",,urn:uuid:89713ae1-f08f-4604-bc59-44fe8e88ee8d,"2023-07-05 13:08:30"
31102556,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:74f28a5a-fb43-49d4-b25c-dfa897675dbd,"2023-07-05 13:08:30"
31102480,"C.F. Williams",2012,,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,"CO Flora W Slope, 4th ed., USDA Plants",,urn:uuid:3a77ac8c-e3f5-42ef-99a2-e3b85f3828e1,"2023-07-05 12:42:37"
31102480,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","Heads capitate, flowers pink, leaves short and wide.",urn:uuid:215cfdab-2c44-4b5a-abf5-32b413017501,"2023-07-05 12:42:37"
31102479,"C.F. Williams",2012,,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,"CO Flora W Slope, 4th ed., USDA Plants",,urn:uuid:daf76a3d-bfb7-47f6-9ae4-e66521145210,"2023-07-05 12:42:02"
31102479,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","Heads capitate, flowers pink, leaves short and wide.",urn:uuid:1099b3c4-0d03-4e77-bea3-06793f58c924,"2023-07-05 12:42:02"
31102478,"C.F. Williams",2012,,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,"CO Flora W Slope, 3rd ed., USDA Plants",,urn:uuid:e86c9146-3e56-4384-ab96-0ce04aea784e,"2023-07-05 12:41:19"
31102478,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","Heads capitate, flowers pink, leaves short and wide.",urn:uuid:07518d88-d234-4ed4-9725-f4b9478f0b8b,"2023-07-05 12:41:19"
31102477,"C.F. Williams",2012,,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,"CO Flora W Slope, 4th ed., USDA Plants",,urn:uuid:24b8a399-70eb-4c69-b197-2d76f353e5da,"2023-07-05 12:40:45"
31102477,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","Heads capitate, flowers pink, leaves short and wide.",urn:uuid:02206a61-7cbf-4020-9ab3-d4b8b5f1d332,"2023-07-05 12:40:45"
24788913,"Williams, C.F.",2019-08-12,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora W Slope, 4th ed. (2012).",,urn:uuid:2245cda7-6d36-4cdc-8e21-7b1a4ea72d94,"2023-07-05 13:19:15"
24788913,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:c8129bf6-797e-48c2-aeb0-21388e71e6f6,"2023-07-05 13:19:15"
29183505,"C.F. Williams",2022-03-10,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora, W Slope (4th ed.), and Flora of Colorado (Ackerfield 2015).","Orig. det. (E. coloradense?) by P.J. Lehr (1993).",urn:uuid:53214ad2-2937-4f3d-87d1-e0e17ce45a7b,"2023-07-05 13:05:55"
29183505,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:17866084-83b1-4a41-806d-79edb9b495fc,"2023-07-05 13:05:55"
29197696,"P.J. Lehr",2001,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora, W Slope (4th ed.).","! verified. C.F. Williams 2022.",urn:uuid:27018100-1fc9-44a1-933d-ec11ffba7b8c,"2023-07-05 13:04:22"
29197696,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:d71c8b56-4c2d-4ce1-a0fe-62bba7204f82,"2023-07-05 13:04:22"
29266076,"P.J. Lehr",2001,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora, W Slope (4th ed.), Flora of Colorado (Ackerfield 2015), and IMF..","! verified. C.F. Williams 2022.",urn:uuid:16acb0c9-d5e3-4632-b81a-2577e1a4f398,"2023-07-05 13:06:30"
29266076,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:964b8d84-6d4d-48c9-920d-f0255e3e8902,"2023-07-05 13:06:29"
29271292,"P.J. Lehr",1986,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora, W Slope (4th ed.).","! verified. C.F. Williams 2022.",urn:uuid:d19c555a-01ef-44d4-a008-b5d393976834,"2023-07-05 13:07:10"
29271292,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:ed3f0f75-af44-4633-a7f6-def4e129ea16,"2023-07-05 13:07:10"
29271230,"P.J. Lehr",1987,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora, W Slope (4th ed.).","! verified. C.F. Williams 2022.",urn:uuid:8a3fb1a2-b13d-440c-94f5-815edc9bdbe6,"2023-07-05 13:05:23"
29271230,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:8aed5263-fe4e-45ff-9ac9-40ed22aa4324,"2023-07-05 13:05:23"
21713357,"Williams, Charles F.",2019-04-04,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora W Slope, 4th ed. (2012).","Orig. det. ""Polygonum"" by H.G. Barclay, 1951.",urn:uuid:1672ad59-0709-4817-84cf-b41f194131eb,"2023-07-07 09:20:41"
21713357,"C.F. Williams",2023-07-07,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:31100212-b9f6-4c7c-bc16-fa9cc364e673,"2023-07-07 09:20:41"
21548328,"Williams, Charles F.",2019-04-04,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora W Slope, 4th ed. (2012).","Orig. det. ""Polygonum"" by H.G. Barclay, 1951.",urn:uuid:cbf13427-47b5-45d5-92c5-65a2c402abf0,"2023-07-05 13:21:55"
21548328,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:5d67e3b8-9221-450a-a8ef-d82917bb752d,"2023-07-05 13:21:55"
31102387,"C.F. Williams",2010,,"Eriogonum coloradense",0,Small,,,,,"CO Flora W Slope, 3rd ed., USDA Plants",,urn:uuid:7f2d827e-66c5-4863-91a9-f4624055c1a0,"2023-07-05 13:02:43"
31102387,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:8a9208cf-5df4-4c04-96e2-b83b17ebffb7,"2023-07-05 13:02:43"
31102446,"C.F. Williams",2012,,"Eriogonum coloradense",0,Small,,,,,"CO Flora W Slope, 4th ed., USDA Plants",,urn:uuid:1068d3c7-b2e8-4a73-b7c6-a9f7a5d94920,"2023-07-05 13:03:42"
31102446,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:0e0bfed8-8b04-4a4d-af52-e60b2f7a2374,"2023-07-05 13:03:42"
31102476,"C.F. Williams",2012,,"Eriogonum lonchophyllum",0,"Torr. & Gray",,,,,"CO Flora W Slope, 4th ed., USDA Plants",,urn:uuid:294d0eb6-65a7-40e5-a2b0-97c5d03e7dc5,"2023-07-05 12:39:31"
31102476,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","Heads capitate, flowers pink, leaves short and wide.",urn:uuid:ba312a5a-6197-4cfe-a8a4-6ab8a6600f57,"2023-07-05 12:39:31"
23888258,"Williams, C.F.",2019-07-31,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora W Slope, 4th ed. (2012).",,urn:uuid:e6df71c7-95c1-42c1-846f-4321d0030e56,"2023-07-05 13:19:51"
23888258,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:eb1ef755-bb31-49cf-b7e2-15f08912b89b,"2023-07-05 13:19:51"
3409001,"Zorio, Stephanie D.",2013,,"Eriogonum coloradense",1,Small,Eriogonum,coloradense,,,"Colorado Flora, 4th ed.",,urn:uuid:daa998bd-13cb-4cf6-8746-2c04a22061b1,"2023-07-16 05:07:11"
3030015,"Taylor, Kevin J.",1995,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:83e98752-9ef2-4cbb-983f-32782e5477e9,"2023-07-05 13:22:33"
3030015,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:f5485546-b112-472e-8d8c-953241bab39b,"2023-07-05 13:22:33"
3030016,"Taylor, Kevin J.",1995,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:86b3b823-5f3f-450d-b80c-e0d15bc487f3,"2023-07-05 13:23:48"
3030016,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:337593fa-1284-43c5-9442-ed3da06346e4,"2023-07-05 13:23:48"
3030017,"Seagrist, Randy",1995,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:d327b6a0-b98e-4902-9f9c-cc338d5b44a3,"2023-07-05 13:18:40"
3030017,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:83d2a623-a4cb-4293-a1c8-3035667c02b0,"2023-07-05 13:18:40"
3030018,"Seagrist, R.",1994,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:2b9abd22-53f6-48e9-8a21-c5cee0462cac,"2023-07-05 13:21:06"
3030018,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:88f4940d-8b4a-415e-a38b-c7d4fceeb2d4,"2023-07-05 13:21:06"
3030019,"Seagrist, R.",1994,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:352bce2f-9e8e-463a-924b-df9e01057665,"2023-07-05 13:20:28"
3030019,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:343fbe3c-a894-4437-b82f-a97152066315,"2023-07-05 13:20:28"
3030021,"Barclay, Harriet G.",1951,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:d1bba9ae-11cf-40ab-86fa-0ec69f8b2b2c,"2023-07-05 13:30:41"
3030021,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:06225c88-80cc-40cb-aa79-1147f60226f6,"2023-07-05 13:30:41"
4584573,"Williams, Charles F.",2013-07-21,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora 4th ed.",,urn:uuid:1d7680ae-b3b8-4464-90a7-ef6c8336a0ae,"2023-07-05 13:16:02"
4584573,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:e7515e88-ba18-4c1d-b504-a7a10fce6f53,"2023-07-05 13:16:02"
3030022,"Shubert, Moras L.",1956,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:2ccac9e2-681c-451f-bdfd-ebeba9be2f09,"2023-07-05 13:28:56"
3030022,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:720d650a-08fb-4638-addf-215bbd426ee2,"2023-07-05 13:28:56"
3382977,"Williams, Charles F.",2012,,"Eriogonum coloradense",1,Small,Eriogonum,coloradense,,,"Colorado Flora 4th ed., USDA-Plants",,urn:uuid:0e11c02c-a55b-4961-a574-2322c90aef4b,"2023-07-16 05:07:11"
3030023,"Buck, Paul",1978,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:4e70b8dd-83cb-4ca3-bcf8-d64d00430740,"2023-07-05 13:26:49"
3030023,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:9f4dee0f-0b0b-496e-bdd9-d5568c64cc2a,"2023-07-05 13:26:49"
3030024,"Shepherd, William M.",1958,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:cacac8c3-b9ee-44c9-8432-1fcd84bd9bc9,"2023-07-05 13:29:27"
3030024,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:0dc5c47a-7240-45bb-8193-726d8eb3f606,"2023-07-05 13:29:27"
3030020,"Largent, George",1950,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:4c1b7ebd-814d-4d61-b3e8-61530240a73a,"2023-07-05 13:30:06"
3030020,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:627fff42-b69b-4731-bc45-349a9fe8cd23,"2023-07-05 13:30:06"
3382975,"Williams, Charles F.",2012,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora 4th ed., USDA-Plants",,urn:uuid:158736bf-057c-4458-ba88-bbfabdd7ccca,"2023-07-05 13:27:25"
3382975,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:e64c1984-3ce4-4c97-a07b-71a726813f8e,"2023-07-05 13:27:25"
3408985,"Zorio, Stephanie D.",2013,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora, 4th ed.",,urn:uuid:800df9ff-81ed-469f-a614-2d89a32bd14a,"2023-07-05 13:14:47"
3408985,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:71585af2-ae27-4443-bcc3-11902a75f15b,"2023-07-05 13:14:47"
3408987,"Zorio, Stephanie D.",2013,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora, 4th ed.",,urn:uuid:21c738e3-b921-4aef-9ba4-eb37bd8862e8,"2023-07-05 13:15:28"
3408987,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:c334d2eb-b2da-42c3-b89b-ab1af0bba72d,"2023-07-05 13:15:28"
3030014,"Taylor, Kevin J.",1995,,"Eriogonum coloradense",0,Small,,,,,,,urn:uuid:012927fb-c6b0-4552-8064-8eba7d7367b2,"2023-07-05 13:23:15"
3030014,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:f32c3d2b-a527-460d-beaf-ef02f5d58288,"2023-07-05 13:23:15"
4584597,"Williams, Charles F.",2013-07-21,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora 4th ed.",,urn:uuid:a699413b-597a-4337-9e0c-0314a57dd00e,"2023-07-05 13:16:37"
4584597,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:75f7ee30-6cd8-4c17-af4b-e26435d68889,"2023-07-05 13:16:37"
8801749,"Zorio, Stephanie D.",2015-01-06,,"Eriogonum coloradense",0,Small,,,,,"Colorado Flora Western Slope 4th ed. (2012)",,urn:uuid:344e7eb1-3cd8-475c-8b77-5ca760c7347a,"2023-07-05 13:26:08"
8801749,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:5d2d4bf0-90ce-40a4-b8c3-353f5de1b595,"2023-07-05 13:26:08"
11091645,"Williams, Charles F.",2016,,"Eriogonum coloradense",0,Small,,,,,"CO Flora W Slope, 4th ed.",,urn:uuid:f163556d-bc89-4b45-a4d0-06e94d8cca3a,"2023-07-05 13:31:54"
11091645,"C.F. Williams",2023-07-05,,"Eriogonum coloradense",1,Small,,,,,"Colorado Flora W-slope (2012), Ackerfield (2022).","! verified.",urn:uuid:955ae7ac-2e60-4c76-9ca8-45d14ffd187c,"2023-07-05 13:31:54"
11091556,"Williams, Charles F.",2016,,"Eriogonum coloradense",0,Small,,,,,"CO Flora W Slope, 4th ed.",,urn:uuid:5ae05721-5ada-48f0-bd8c-3525ef3e9f7f,"2023-07-05 13:32:27"
