coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
6064050,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:843384f6-f770-4906-9896-9dc1f31ce668,"2023-07-16 05:07:11"
6065072,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:8d88e384-64a5-4080-a4ff-048c76ca90cb,"2023-07-16 05:07:11"
6065554,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:ec9926a0-050e-434f-8cb5-dfe39db0d610,"2023-07-16 05:07:11"
6066671,unknown,s.d.,,"Eriogonum lonchophyllum subsp. lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:2f888cc9-6365-4019-9524-da81aa6608f1,"2023-07-16 05:07:11"
6068914,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:f39383a8-82c8-4f07-9ef4-dc31579fa8bf,"2023-07-16 05:07:11"
6070452,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:2d72ba70-a4c5-4d1b-af08-97925cb9d260,"2023-07-16 05:07:11"
6072413,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:d94cfeb4-6f1a-447d-885f-89597893c5a9,"2023-07-16 05:07:11"
6074398,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:cc3a27ea-8964-4c42-9481-85ff830e666b,"2023-07-16 05:07:11"
6078411,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:92297758-2d15-4a14-9702-159f3fdbc5c2,"2023-07-16 05:07:11"
6080240,unknown,s.d.,,"Eriogonum lonchophyllum subsp. lonchophyllum",1,,,,,,,,urn:uuid:a83cc69f-b7f4-4640-96e5-9592dc2be1ad,"2023-07-16 05:07:11"
6082314,unknown,s.d.,,"Eriogonum lonchophyllum subsp. fendlerianum",1,,,,,,,,urn:uuid:dbde7919-0ab3-4132-9354-841a7fb087c3,"2023-07-16 05:07:11"
6084929,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:5d689f39-b7e7-4986-b8c8-d9d2ea3705aa,"2023-07-16 05:07:11"
6085901,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:b50faba8-e803-4efd-ae62-0525f467be48,"2023-07-16 05:07:11"
6086510,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:fa6302bb-2a86-4f59-86af-7550aecf6f17,"2023-07-16 05:07:11"
6089734,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:5760e342-bc41-4063-971b-c308b80bc752,"2023-07-16 05:07:11"
6090923,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:3f2af2e8-2630-49e8-aaf3-381cf1bcc94b,"2023-07-16 05:07:11"
6093458,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:8b2dce0a-db7b-4124-970b-a54ca685eb05,"2023-07-16 05:07:11"
6097522,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:bd6cb2c4-ed49-4616-a866-c94b5addb997,"2023-07-16 05:07:11"
6098597,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:c85c4fa0-a647-4880-9db8-b3f167030aa7,"2023-07-16 05:07:11"
15923871,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:4d33b5a1-f086-4420-9dde-1d032a11cab7,"2023-07-16 05:07:11"
15923932,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:e50a1eb6-9462-4ab6-8baf-cb529a3c7cf2,"2023-07-16 05:07:11"
15923956,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:a124beaa-f28d-427d-95bd-09b99d84b891,"2023-07-16 05:07:11"
15924029,unknown,s.d.,,"Eriogonum lonchophyllum var. fendlerianum",1,"Torr. & Gray",Eriogonum,lonchophyllum,var.,fendlerianum,,,urn:uuid:f9daac3e-0119-4879-818a-564b1e11a233,"2023-07-16 05:07:11"
30183397,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:73647864-a7ea-4645-b444-dad78dfe5071,"2023-07-16 05:07:11"
30183399,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:4d4baab8-a58e-47e6-a2ef-7a3b004f8cdb,"2023-07-16 05:07:11"
30183403,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:8e54a19b-b1b1-4ff0-8866-51e1d80be236,"2023-07-16 05:07:11"
30183409,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:73ef7ee1-64a7-4e13-930d-824d9bf51342,"2023-07-16 05:07:11"
30183416,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:19cc5917-3524-4f12-83f2-b39927a03949,"2023-07-16 05:07:11"
30183436,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:23f71046-8f87-49bf-84b2-89a4ef2adb30,"2023-07-16 05:07:11"
30186433,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:8d45f9d8-132a-4415-a6fe-e181fb6b398a,"2023-07-16 05:07:11"
30186438,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:6336bf73-1b90-4d1e-b382-fc4a7f10661d,"2023-07-16 05:07:11"
30186445,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:ee51d878-2f99-46e4-b35f-8cd51e27a187,"2023-07-16 05:07:11"
3859989,unknown,s.d.,,"Eriogonum humivagans",1,Reveal,Eriogonum,humivagans,,,,,urn:uuid:4e1b145c-b951-4339-8695-5a9acda8bd0a,"2023-07-16 05:07:11"
3860060,unknown,s.d.,,"Eriogonum saurinum",1,Reveal,Eriogonum,saurinum,,,,,urn:uuid:b6372b65-6984-47b4-9507-dcf974b68aa3,"2023-07-16 05:07:11"
4674139,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:b9063f75-5cd5-40aa-b971-977c91975135,"2023-07-16 05:07:11"
4674141,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:b3b531d7-d4c8-47f0-90cf-8c8dfc6d454b,"2023-07-16 05:07:11"
4674142,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:657407f5-71d8-462d-8277-4a5c1425017f,"2023-07-16 05:07:11"
4674143,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:52cbc400-be0c-4e52-a7b3-b2ff3ad84a4a,"2023-07-16 05:07:11"
4674144,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:1ea4826d-2358-423c-9e23-9f590a770516,"2023-07-16 05:07:11"
4674145,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:4b0ae8ec-5866-47a1-9fbd-9d3ff97de1c2,"2023-07-16 05:07:11"
4674147,unknown,s.d.,"+/- brevicaule.","Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:96f0830d-66a2-472b-b32e-4e451112e2d5,"2023-07-16 05:07:11"
4674149,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:d42df833-b331-4cf5-80cf-99669628b9e3,"2023-07-16 05:07:11"
4674152,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:7eb8ec02-eda3-4665-8064-e7cc140da5fc,"2023-07-16 05:07:11"
4674153,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:17624840-7954-46af-ac1b-4d79beb78942,"2023-07-16 05:07:11"
4674154,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:5c5833aa-8e13-437d-af4b-0730af8a7ee2,"2023-07-16 05:07:11"
4674157,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:06f50fd3-ba82-44af-82ea-91ffcbc4bb2d,"2023-07-16 05:07:11"
4674158,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:42aa5d0e-87a4-43d3-868b-103d7f0ba20a,"2023-07-16 05:07:11"
4674161,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:ceb2d7ac-6c7c-4418-a65b-9f346474ca97,"2023-07-16 05:07:11"
4674164,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:436c2016-02b1-4e94-ac12-2e6f0db3c5e5,"2023-07-16 05:07:11"
4674166,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:ed43bb8d-1fb2-4415-94a1-1804aa64e43f,"2023-07-16 05:07:11"
4674168,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:c100f5ad-8ff6-47c1-9149-dc385e7bfd96,"2023-07-16 05:07:11"
4674171,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:b39fa922-6c60-47ae-8e3c-4b3c866c6f16,"2023-07-16 05:07:11"
4674172,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:6cef106e-1d64-407b-be8a-1f1dcd83bf3c,"2023-07-16 05:07:11"
4674174,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:3af983d6-744f-4eb5-bdba-5ead50b68d5b,"2023-07-16 05:07:11"
4674175,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:b5247811-0697-4d0b-9fc8-b81a88db6785,"2023-07-16 05:07:11"
4674176,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:28806cc7-c40a-4ba8-9b7b-24e9d386e998,"2023-07-16 05:07:11"
4674178,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:402d84dd-8638-49c9-8ef5-12138a97e325,"2023-07-16 05:07:11"
4674181,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:4bb6a87e-f62c-4400-a8c1-49bf794b5102,"2023-07-16 05:07:11"
4674182,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:076e0e12-207c-4d71-9ee0-709796ea013e,"2023-07-16 05:07:11"
4674299,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:5c382217-6ac7-4adf-bc6e-800b127310aa,"2023-07-16 05:07:11"
4674300,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:33ce08bc-e857-49e8-9f37-6aceccb74ff8,"2023-07-16 05:07:11"
4674301,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:fcd10f71-e3e0-4c9b-b251-9a8178a20c45,"2023-07-16 05:07:11"
4674303,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:a2a5ad02-52b4-4635-a671-170fd4ad381f,"2023-07-16 05:07:11"
4674305,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:8f99d609-ffde-4aaf-82f3-e8bee137cf30,"2023-07-16 05:07:11"
4674311,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:0bc24935-cf5c-4541-9353-b3887a4d0893,"2023-07-16 05:07:11"
4674312,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:1319d584-4773-4300-ac17-59f720b69248,"2023-07-16 05:07:11"
4674313,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:8594d55f-0fe7-4ea5-9274-0bb1c879599c,"2023-07-16 05:07:11"
4674315,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:22750de2-92c3-4264-b616-52b3f7236a2d,"2023-07-16 05:07:11"
4674316,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:64927210-025f-470c-a133-4284c07344ea,"2023-07-16 05:07:11"
4674332,unknown,s.d.,"+/- brevicaule.","Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:125bf8c1-b1a2-46da-8833-ef707ebd12eb,"2023-07-16 05:07:11"
4674334,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:493bf7b0-4233-4f11-b64e-3f90cf355cee,"2023-07-16 05:07:11"
4674335,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:aa89e936-4b47-4b29-94aa-a6718aff09c7,"2023-07-16 05:07:11"
4674376,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:57dc65f8-b761-4c10-9b24-d82a49150cc1,"2023-07-16 05:07:11"
4674377,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:65866243-60df-4841-805a-6c2adede9f03,"2023-07-16 05:07:11"
4674378,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:ceb43720-e226-4423-a008-4a3c6e33439d,"2023-07-16 05:07:11"
4674379,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:ab558f08-0d70-4d86-8776-831ff15cc8a1,"2023-07-16 05:07:11"
4674380,unknown,s.d.,"Showing variation between E. corymbosum & E. lonchophyllum.","Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:8c5c58da-fb76-4181-8ba8-d4035ab2eb20,"2023-07-16 05:07:11"
4674381,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:510d1970-c09f-4072-b557-061de3e41303,"2023-07-16 05:07:11"
4674382,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:5036129c-8a77-4008-8445-a0fe44017886,"2023-07-16 05:07:11"
4674384,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:4036122c-669b-4bc3-8407-2a089b2a4888,"2023-07-16 05:07:11"
4674386,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:1749b04d-8b64-4e66-9360-04bc0efb1b87,"2023-07-16 05:07:11"
4674387,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:2d7c6a20-b6a4-445c-9bb6-af3241f47a61,"2023-07-16 05:07:11"
5642863,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:68f801fc-a3e4-464f-9c62-a05b526c51eb,"2023-07-16 05:07:11"
5642887,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:9361910e-7afa-4143-aac6-ded3644ede8c,"2023-07-16 05:07:11"
5643174,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:e805bc86-78ee-441e-be21-ce3a472305d0,"2023-07-16 05:07:11"
5644877,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:cc7831e7-403f-4b2d-88eb-d99936831df8,"2023-07-16 05:07:11"
6655678,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:753752cf-2d3e-47eb-866f-219f418b1050,"2023-07-16 05:07:11"
11263888,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:ca3087a8-7285-4ec6-beb0-f2a7c171a821,"2023-07-16 05:07:11"
11263889,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:3b37f549-2dec-4ece-958f-566eea232736,"2023-07-16 05:07:11"
11263891,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:4997a5c7-ef2c-4754-a266-32891a94f584,"2023-07-16 05:07:11"
11265883,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:18432f08-ef12-459e-9f39-c28615692277,"2023-07-16 05:07:11"
11265906,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:00bb37b3-c807-41c7-a5d3-0445ace43d35,"2023-07-16 05:07:11"
11265926,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:aa268b43-4697-4586-ab7e-5bc84ce52b40,"2023-07-16 05:07:11"
11265927,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:a834a212-55c9-48b4-8b2a-f8b5adcd1e87,"2023-07-16 05:07:11"
24368973,unknown,s.d.,,"Eriogonum lonchophyllum var. saurinum",1,"(Reveal) S.L.Welsh",Eriogonum,lonchophyllum,var.,saurinum,,,urn:uuid:b475cbbc-42c3-4d10-9d73-04833e68c8d4,"2023-07-16 05:07:11"
24369810,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:ba1def7b-3d47-4574-817b-ef63f32b250a,"2023-07-16 05:07:11"
27108441,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:01d4dc0e-0600-410d-9e00-833e099718bb,"2023-07-16 05:07:11"
27108442,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:c3fcab84-e048-483c-acb5-d13666818ed6,"2023-07-16 05:07:11"
27108443,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:a1666f01-5f60-4101-be79-5539d07d4c35,"2023-07-16 05:07:11"
27108444,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:e4ec2f92-e824-40ad-b0a8-25c90dd462cd,"2023-07-16 05:07:11"
27108445,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:c9155443-6bb4-4421-a271-ac4fcea008a6,"2023-07-16 05:07:11"
27108446,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:c3a1cee2-6b58-4ed1-8aec-62d34e537bcc,"2023-07-16 05:07:11"
27108447,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:5598e56d-c3db-4eb7-b395-0b60ed4b1bf2,"2023-07-16 05:07:11"
27108448,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:73007c14-cdfc-44fa-b6ed-700a73f9e847,"2023-07-16 05:07:11"
27108450,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:6e75fb75-8cbd-47f7-9b5d-cd80d9b9345f,"2023-07-16 05:07:11"
27108464,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:dfe73678-d36f-4183-8d85-9d848a0a5446,"2023-07-16 05:07:11"
27108465,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:af62cf76-1c74-44e0-89b6-1daf9f24854a,"2023-07-16 05:07:11"
27108478,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:c61799a3-808b-445b-af7d-b0c3b0df1c87,"2023-07-16 05:07:11"
27108479,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:44413841-e145-41a8-8f07-9d276e5cbeae,"2023-07-16 05:07:11"
27108480,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:34903cb7-03ae-439a-b21e-84f438c64b25,"2023-07-16 05:07:11"
27108481,unknown,s.d.,,"Eriogonum lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,,,,,urn:uuid:3dc06aec-c22d-4c94-b5ca-8f154f261622,"2023-07-16 05:07:11"
27108482,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:0c4a6da2-71dc-4212-b78f-076dea10e2e0,"2023-07-16 05:07:11"
27108483,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:acfb9bae-762a-42df-89f5-07fd87064b3c,"2023-07-16 05:07:11"
27108593,unknown,s.d.,,"Eriogonum lonchophyllum var. lonchophyllum",1,"Torr. & A.Gray",Eriogonum,lonchophyllum,var.,lonchophyllum,,,urn:uuid:6b249bb6-9cc3-4717-b910-344c4fd7b55c,"2023-07-16 05:07:11"
