"ratio","seed","metric"
1,1001,0.875005860973206
1,1002,0.893491958913876
1,1003,0.946769384755341
2,1004,0.870378478741426
2,1005,0.855973057885365
2,1006,0.897228461125871
3,1007,0.799727325840567
3,1008,0.854555799554761
3,1009,0.879114248823913
3.95750708215297,1010,0.804031934960628
3.95750708215297,1011,0.878162155050687
3.95750708215297,1012,0.788228419473747
1.5,1013,0.910363853976712
1.5,1014,0.898376739051422
1.5,1015,0.888661855213836
2.5,1016,0.807246092601226
2.5,1017,0.885138503079737
2.5,1018,0.856523932457451
3.47875354107649,1019,0.883134500209313
3.47875354107649,1020,0.75504238697762
3.47875354107649,1021,0.805140593064442
1.25,1022,0.900641478730027
1.25,1023,0.896271778557877
1.25,1024,0.916625032708617
1.25,1025,0.897532434933705
1.25,1026,0.882735393403833
1.75,1027,0.936800163886304
1.75,1028,0.94059162531651
1.75,1029,0.869030459331739
1.75,1030,0.847151897939443
1.75,1031,0.85266377142566
2.25,1032,0.872944054609099
2.25,1033,0.840094845903403
2.25,1034,0.903593091856078
2.25,1035,0.800608141432998
2.25,1036,0.852360648161047
2.75,1037,0.822228112966616
2.75,1038,0.786440512857979
2.75,1039,0.820711684339667
2.75,1040,0.870564430298466
2.75,1041,0.913638941549748
3.23937677053824,1042,0.856231776697437
3.23937677053824,1043,0.849711311332056
3.23937677053824,1044,0.802501203413062
3.23937677053824,1045,0.858449890555497
3.23937677053824,1046,0.79926132820101
3.71813031161473,1047,0.842405239749913
3.71813031161473,1048,0.78760994084632
3.71813031161473,1049,0.843052937287187
3.71813031161473,1050,0.886395822645445
3.71813031161473,1051,0.824318545611759
1,1052,0.934645544102899
1,1053,0.876828132531785
1,1054,0.939994993343817
1,1055,0.959290487540844
1,1056,0.934668722994925
1,1057,0.885062243382755
1,1058,0.806695587652968
1,1059,0.904551307346986
1,1060,0.944363981478734
1,1061,0.916571046336632
