"ratio","seed","metric"
1,1001,0.916222419542005
1,1002,0.870935543970595
1,1003,0.983313318707792
2,1004,0.777416259755541
2,1005,0.884561124062989
2,1006,0.822526754212916
3,1007,0.809381742500358
3,1008,0.754435264534854
3,1009,0.833617147430597
4,1010,0.711870469565783
4,1011,0.777578184994754
4,1012,0.819882668945225
1,1013,0.93740651025427
1,1014,0.844372671686169
1,1015,0.897601388310487
1,1016,0.955012908739534
1,1017,0.95324763535076
1,1018,0.905926323226271
1,1019,0.839520469684444
1,1020,0.908955980883309
1,1021,0.946855696491715
1,1022,0.834317603961261
