"model","resolution","iteration","pa_ratio","dist_order","seed","cv_structure","orig_pr_auc","orig_roc_auc","n","pr_auc"
"1arc-Iteration1-PA1:2.75DO:0-Seed1040","1 arc-second",1,"1:2.75","0",1040,"spatial knndm",0.935329576202928,0.966444197256211,58,0.623396837876437
"1arc-Iteration1-PA1:2.75DO:0-Seed1041","1 arc-second",1,"1:2.75","0",1041,"spatial knndm",0.967028919106527,0.974682306940372,58,0.650366431058244
"1arc-Iteration1-PA1:2DO:0-Seed1004","1 arc-second",1,"1:2","0",1004,"spatial knndm",0.959054788471779,0.970669056152927,58,0.623291402045878
"1arc-Iteration1-PA1:2DO:0-Seed1005","1 arc-second",1,"1:2","0",1005,"spatial knndm",0.975522240007008,0.975676378772112,58,0.652785168091276
"1arc-Iteration1-PA1:2DO:0-Seed1006","1 arc-second",1,"1:2","0",1006,"spatial knndm",0.931366371189604,0.947259491864116,58,0.524273167382405
"1arc-Iteration1-PA1:3.25DO:0-Seed1042","1 arc-second",1,"1:3.25","0",1042,"spatial knndm",0.9073757456305,0.955074942978169,58,0.554144455237759
"1arc-Iteration1-PA1:3.25DO:0-Seed1043","1 arc-second",1,"1:3.25","0",1043,"spatial knndm",0.951791072425402,0.970157394421069,58,0.688869548695366
"1arc-Iteration1-PA1:3.25DO:0-Seed1044","1 arc-second",1,"1:3.25","0",1044,"spatial knndm",0.891338191693512,0.95542666454791,58,0.625265861061317
"1arc-Iteration1-PA1:3.25DO:0-Seed1045","1 arc-second",1,"1:3.25","0",1045,"spatial knndm",0.943839080211902,0.96972767061112,58,0.653489484399381
"1arc-Iteration1-PA1:3.25DO:0-Seed1046","1 arc-second",1,"1:3.25","0",1046,"spatial knndm",0.938824557597767,0.966855260935653,58,0.594696739675057
"1arc-Iteration1-PA1:3.5DO:0-Seed1019","1 arc-second",1,"1:3.5","0",1019,"spatial knndm",0.925775479223729,0.955085125448029,58,0.671117791262272
"1arc-Iteration1-PA1:3.5DO:0-Seed1020","1 arc-second",1,"1:3.5","0",1020,"spatial knndm",0.893456299390122,0.956264066016504,58,0.652810969694569
"1arc-Iteration1-PA1:3.5DO:0-Seed1021","1 arc-second",1,"1:3.5","0",1021,"spatial knndm",0.860513211579868,0.946436609152288,58,0.617649829676507
"1arc-Iteration1-PA1:3.75DO:0-Seed1047","1 arc-second",1,"1:3.75","0",1047,"spatial knndm",0.887823535883882,0.958292953066593,58,0.59878030729182
"1arc-Iteration1-PA1:3.75DO:0-Seed1048","1 arc-second",1,"1:3.75","0",1048,"spatial knndm",0.926704812761016,0.961809009521103,58,0.666832681885014
"1arc-Iteration1-PA1:3.75DO:0-Seed1049","1 arc-second",1,"1:3.75","0",1049,"spatial knndm",0.889418178826706,0.961240585476766,58,0.622062996966362
"1arc-Iteration1-PA1:3.75DO:0-Seed1050","1 arc-second",1,"1:3.75","0",1050,"spatial knndm",0.881752182330936,0.952384291725105,58,0.621812176704463
"1arc-Iteration1-PA1:3.75DO:0-Seed1051","1 arc-second",1,"1:3.75","0",1051,"spatial knndm",0.932090190353926,0.965518385769282,58,0.665604930372365
"1arc-Iteration1-PA1:3DO:0-Seed1007","1 arc-second",1,"1:3","0",1007,"spatial knndm",0.96835816400747,0.976655348047538,58,0.653644870487137
"1arc-Iteration1-PA1:3DO:0-Seed1008","1 arc-second",1,"1:3","0",1008,"spatial knndm",0.92504734759278,0.960611205432937,58,0.574090172773588
"1arc-Iteration1-PA1:3DO:0-Seed1009","1 arc-second",1,"1:3","0",1009,"spatial knndm",0.909000127446584,0.960372636262514,58,0.631314198499134
"1arc-Iteration1-PA1:4DO:0-Seed1010","1 arc-second",1,"1:4","0",1010,"spatial knndm",0.943765783945438,0.972794806585464,58,0.681949088155647
"1arc-Iteration1-PA1:4DO:0-Seed1011","1 arc-second",1,"1:4","0",1011,"spatial knndm",0.905745046172395,0.957462982548916,58,0.572122161720639
"1arc-Iteration1-PA1:4DO:0-Seed1012","1 arc-second",1,"1:4","0",1012,"spatial knndm",0.894985843402937,0.957466181061394,58,0.619855749323656
"3arc-Iteration0-PA1:1.25DO:0-Seed1022","3 arc-second",0,"1:1.25","0",1022,"spatial knndm",0.960414746543779,0.929166666666667,58,0.507210567012778
"3arc-Iteration0-PA1:1.25DO:0-Seed1023","3 arc-second",0,"1:1.25","0",1023,"spatial knndm",0.953377316809811,0.953968253968254,58,0.526901711905814
"3arc-Iteration0-PA1:1.25DO:0-Seed1024","3 arc-second",0,"1:1.25","0",1024,"spatial knndm",0.945036992734361,0.914814814814815,58,0.476295177782683
"3arc-Iteration0-PA1:1.25DO:0-Seed1025","3 arc-second",0,"1:1.25","0",1025,"spatial knndm",0.97445652173913,0.9625,58,0.516237388175327
"3arc-Iteration0-PA1:1.25DO:0-Seed1026","3 arc-second",0,"1:1.25","0",1026,"spatial knndm",0.976429738562091,0.969230769230769,58,0.374989040014372
"3arc-Iteration0-PA1:1.5DO:0-Seed1013","3 arc-second",0,"1:1.5","0",1013,"spatial knndm",0.955700369891546,0.953333333333333,58,0.496559542224972
"3arc-Iteration0-PA1:1.5DO:0-Seed1014","3 arc-second",0,"1:1.5","0",1014,"spatial knndm",0.982894736842105,0.976190476190476,58,0.48592308849454
"3arc-Iteration0-PA1:1.5DO:0-Seed1015","3 arc-second",0,"1:1.5","0",1015,"spatial knndm",0.960555555555556,0.95,58,0.47883847438717
"3arc-Iteration0-PA1:1.75DO:0-Seed1027","3 arc-second",0,"1:1.75","0",1027,"spatial knndm",0.961205420396597,0.971794871794872,58,0.6452272491019
"3arc-Iteration0-PA1:1.75DO:0-Seed1028","3 arc-second",0,"1:1.75","0",1028,"spatial knndm",0.965017921146953,0.953623188405797,58,0.487313468624946
"3arc-Iteration0-PA1:1.75DO:0-Seed1029","3 arc-second",0,"1:1.75","0",1029,"spatial knndm",0.961488779419814,0.963218390804598,58,0.507608319510849
"3arc-Iteration0-PA1:1.75DO:0-Seed1030","3 arc-second",0,"1:1.75","0",1030,"spatial knndm",0.959408922171019,0.947826086956522,58,0.428997940341022
"3arc-Iteration0-PA1:1.75DO:0-Seed1031","3 arc-second",0,"1:1.75","0",1031,"spatial knndm",0.971230769230769,0.969444444444444,58,0.548160699089804
"3arc-Iteration0-PA1:1DO:0-Seed1001","3 arc-second",0,"1:1","0",1001,"spatial knndm",0.973442695791767,0.972549019607843,58,0.532199079324652
"3arc-Iteration0-PA1:1DO:0-Seed1002","3 arc-second",0,"1:1","0",1002,"spatial knndm",0.995694444444444,0.994444444444444,58,0.489780786967435
"3arc-Iteration0-PA1:1DO:0-Seed1003","3 arc-second",0,"1:1","0",1003,"spatial knndm",0.960645424836601,0.954385964912281,58,0.563035875250076
"3arc-Iteration0-PA1:1DO:0-Seed1052","3 arc-second",0,"1:1","0",1052,"spatial knndm",0.99109126984127,0.990476190476191,58,0.477497672262204
"3arc-Iteration0-PA1:1DO:0-Seed1053","3 arc-second",0,"1:1","0",1053,"spatial knndm",0.957756512493355,0.933333333333333,58,0.678284825102591
"3arc-Iteration0-PA1:1DO:0-Seed1054","3 arc-second",0,"1:1","0",1054,"spatial knndm",0.99109126984127,0.991111111111111,58,0.502787254123784
"3arc-Iteration0-PA1:1DO:0-Seed1055","3 arc-second",0,"1:1","0",1055,"spatial knndm",0.978291562238931,0.966666666666667,58,0.523678701544686
"3arc-Iteration0-PA1:1DO:0-Seed1056","3 arc-second",0,"1:1","0",1056,"spatial knndm",0.971230769230769,0.938888888888889,58,0.523009046187501
"3arc-Iteration0-PA1:1DO:0-Seed1057","3 arc-second",0,"1:1","0",1057,"spatial knndm",0.986146214896215,0.984615384615385,58,0.54282172305537
"3arc-Iteration0-PA1:1DO:0-Seed1058","3 arc-second",0,"1:1","0",1058,"spatial knndm",0.96980056980057,0.955555555555556,58,0.515310852466654
"3arc-Iteration0-PA1:1DO:0-Seed1059","3 arc-second",0,"1:1","0",1059,"spatial knndm",0.987308590102708,0.981818181818182,58,0.382053489660235
"3arc-Iteration0-PA1:1DO:0-Seed1060","3 arc-second",0,"1:1","0",1060,"spatial knndm",0.953223882145451,0.946031746031746,58,0.510105242287235
"3arc-Iteration0-PA1:1DO:0-Seed1061","3 arc-second",0,"1:1","0",1061,"spatial knndm",0.978291562238931,0.969230769230769,58,0.42424872652315
"3arc-Iteration0-PA1:2.25DO:0-Seed1032","3 arc-second",0,"1:2.25","0",1032,"spatial knndm",0.925191308691309,0.94949494949495,58,0.638075085653621
"3arc-Iteration0-PA1:2.25DO:0-Seed1033","3 arc-second",0,"1:2.25","0",1033,"spatial knndm",0.975648148148148,0.989166666666667,58,0.53921676804272
"3arc-Iteration0-PA1:2.25DO:0-Seed1034","3 arc-second",0,"1:2.25","0",1034,"spatial knndm",0.956543724474759,0.967619047619048,58,0.552519854685768
"3arc-Iteration0-PA1:2.25DO:0-Seed1035","3 arc-second",0,"1:2.25","0",1035,"spatial knndm",0.963871252204586,0.96989247311828,58,0.477489284399331
"3arc-Iteration0-PA1:2.25DO:0-Seed1036","3 arc-second",0,"1:2.25","0",1036,"spatial knndm",0.987308590102708,0.993548387096774,58,0.505621324584279
"3arc-Iteration0-PA1:2.5DO:0-Seed1016","3 arc-second",0,"1:2.5","0",1016,"spatial knndm",0.947794382528425,0.946341463414634,58,0.46309953818316
"3arc-Iteration0-PA1:2.5DO:0-Seed1017","3 arc-second",0,"1:2.5","0",1017,"spatial knndm",0.958465007215007,0.963809523809524,58,0.509009745608555
"3arc-Iteration0-PA1:2.5DO:0-Seed1018","3 arc-second",0,"1:2.5","0",1018,"spatial knndm",0.946093993152817,0.956756756756757,58,0.62864027127511
"3arc-Iteration0-PA1:2.75DO:0-Seed1037","3 arc-second",0,"1:2.75","0",1037,"spatial knndm",0.960651331239567,0.979279279279279,58,0.55037834969918
"3arc-Iteration0-PA1:2.75DO:0-Seed1038","3 arc-second",0,"1:2.75","0",1038,"spatial knndm",0.957195121951219,0.957723577235772,58,0.385548825915606
"3arc-Iteration0-PA1:2.75DO:0-Seed1039","3 arc-second",0,"1:2.75","0",1039,"spatial knndm",0.94199234949235,0.960606060606061,58,0.660816542948038
"3arc-Iteration0-PA1:2.75DO:0-Seed1040","3 arc-second",0,"1:2.75","0",1040,"spatial knndm",0.951399482870071,0.966666666666667,58,0.529426350872599
"3arc-Iteration0-PA1:2.75DO:0-Seed1041","3 arc-second",0,"1:2.75","0",1041,"spatial knndm",0.959098416289593,0.976666666666667,58,0.51589002717648
"3arc-Iteration0-PA1:2DO:0-Seed1004","3 arc-second",0,"1:2","0",1004,"spatial knndm",0.955952380952381,0.941333333333333,58,0.548344346153204
"3arc-Iteration0-PA1:2DO:0-Seed1005","3 arc-second",0,"1:2","0",1005,"spatial knndm",0.946093993152817,0.948387096774194,58,0.574574635217389
"3arc-Iteration0-PA1:2DO:0-Seed1006","3 arc-second",0,"1:2","0",1006,"spatial knndm",0.966091954022989,0.961538461538462,58,0.549598640241572
"3arc-Iteration0-PA1:3.25DO:0-Seed1042","3 arc-second",0,"1:3.25","0",1042,"spatial knndm",0.897819522444869,0.921276595744681,58,0.527671075862526
"3arc-Iteration0-PA1:3.25DO:0-Seed1043","3 arc-second",0,"1:3.25","0",1043,"spatial knndm",0.939891429616353,0.941358024691358,58,0.617604778100407
"3arc-Iteration0-PA1:3.25DO:0-Seed1044","3 arc-second",0,"1:3.25","0",1044,"spatial knndm",0.96980056980057,0.977777777777778,58,0.547083261700354
"3arc-Iteration0-PA1:3.25DO:0-Seed1045","3 arc-second",0,"1:3.25","0",1045,"spatial knndm",0.921002938769697,0.941269841269841,58,0.517016801605024
"3arc-Iteration0-PA1:3.25DO:0-Seed1046","3 arc-second",0,"1:3.25","0",1046,"spatial knndm",0.937908232118758,0.961538461538462,58,0.533802840683644
"3arc-Iteration0-PA1:3.5DO:0-Seed1019","3 arc-second",0,"1:3.5","0",1019,"spatial knndm",0.933710465488023,0.947878787878788,58,0.550154605248029
"3arc-Iteration0-PA1:3.5DO:0-Seed1020","3 arc-second",0,"1:3.5","0",1020,"spatial knndm",0.953569518716578,0.973584905660377,58,0.499044746934414
"3arc-Iteration0-PA1:3.5DO:0-Seed1021","3 arc-second",0,"1:3.5","0",1021,"spatial knndm",0.931546054964479,0.941496598639456,58,0.507409945962597
"3arc-Iteration0-PA1:3.75DO:0-Seed1047","3 arc-second",0,"1:3.75","0",1047,"spatial knndm",0.956343354131216,0.967261904761905,58,0.517418202236631
"3arc-Iteration0-PA1:3.75DO:0-Seed1048","3 arc-second",0,"1:3.75","0",1048,"spatial knndm",0.944753251875463,0.976608187134503,58,0.522914390185258
"3arc-Iteration0-PA1:3.75DO:0-Seed1049","3 arc-second",0,"1:3.75","0",1049,"spatial knndm",0.970518518518519,0.98525641025641,58,0.501946945707863
"3arc-Iteration0-PA1:3.75DO:0-Seed1050","3 arc-second",0,"1:3.75","0",1050,"spatial knndm",0.934030004603775,0.946560846560847,58,0.529562095521553
"3arc-Iteration0-PA1:3.75DO:0-Seed1051","3 arc-second",0,"1:3.75","0",1051,"spatial knndm",0.927327672327672,0.960416666666667,58,0.454224197607754
"3arc-Iteration0-PA1:3DO:0-Seed1007","3 arc-second",0,"1:3","0",1007,"spatial knndm",0.94699938949939,0.960975609756098,58,0.633455716166696
"3arc-Iteration0-PA1:3DO:0-Seed1008","3 arc-second",0,"1:3","0",1008,"spatial knndm",0.943859477124183,0.947222222222222,58,0.571049331673195
"3arc-Iteration0-PA1:3DO:0-Seed1009","3 arc-second",0,"1:3","0",1009,"spatial knndm",0.960251639199008,0.978947368421053,58,0.57600693014915
"3arc-Iteration0-PA1:4DO:0-Seed1010","3 arc-second",0,"1:4","0",1010,"spatial knndm",0.973442695791767,0.992708333333333,58,0.408123960873706
"3arc-Iteration0-PA1:4DO:0-Seed1011","3 arc-second",0,"1:4","0",1011,"spatial knndm",0.89901501861272,0.92974358974359,58,0.64852235395312
"3arc-Iteration0-PA1:4DO:0-Seed1012","3 arc-second",0,"1:4","0",1012,"spatial knndm",0.956406810035842,0.976923076923077,58,0.570319225080292
"3arc-Iteration1-PA1:1DO:0-Seed1001","3 arc-second",1,"1:1","0",1001,"spatial knndm",0.753570552995189,0.882648953301127,58,0.596073942146339
"3arc-Iteration1-PA1:1DO:0-Seed1002","3 arc-second",1,"1:1","0",1002,"spatial knndm",0.80310370687563,0.897401908801697,58,0.620877943043436
"3arc-Iteration1-PA1:1DO:0-Seed1003","3 arc-second",1,"1:1","0",1003,"spatial knndm",0.730701563484188,0.848320158102767,58,0.611748346239053
"3arc-Iteration1-PA1:1DO:0-Seed1006","3 arc-second",1,"1:1","0",1006,"spatial knndm",0.920241524627664,0.931358024691358,58,0.564638181518788
"3arc-Iteration1-PA1:1DO:0-Seed1007","3 arc-second",1,"1:1","0",1007,"spatial knndm",0.917086144797294,0.944691358024691,58,0.583603607438374
"3arc-Iteration1-PA1:1DO:0-Seed1008","3 arc-second",1,"1:1","0",1008,"spatial knndm",0.877976723518251,0.931358024691358,58,0.59556722624035
"3arc-Iteration1-PA1:1DO:0-Seed1009","3 arc-second",1,"1:1","0",1009,"spatial knndm",0.933588173540343,0.926666666666667,58,0.525692960142297
"3arc-Iteration1-PA1:1DO:0-Seed1010","3 arc-second",1,"1:1","0",1010,"spatial knndm",0.9434475162233,0.95358024691358,58,0.507435373333536
"3arc-Iteration1-PA1:1DO:0-Seed1011","3 arc-second",1,"1:1","0",1011,"spatial knndm",0.964748612550506,0.964444444444444,58,0.57371042120989
"3arc-Iteration1-PA1:1DO:0-Seed1012","3 arc-second",1,"1:1","0",1012,"spatial knndm",0.95887215090438,0.964938271604938,58,0.623728473013722
"3arc-Iteration1-PA1:1DO:0-Seed1013","3 arc-second",1,"1:1","0",1013,"spatial knndm",0.909687864051703,0.915555555555556,58,0.482408656968012
"3arc-Iteration1-PA1:1DO:0-Seed1014","3 arc-second",1,"1:1","0",1014,"spatial knndm",0.939434139676161,0.95283950617284,58,0.612857773053858
"3arc-Iteration1-PA1:1DO:0-Seed1015","3 arc-second",1,"1:1","0",1015,"spatial knndm",0.941190690761322,0.94962962962963,58,0.627366236950795
"3arc-Iteration1-PA1:1DO:0-Seed1016","3 arc-second",1,"1:1","0",1016,"spatial knndm",0.745612287127127,0.857707509881423,58,0.677926260033014
"3arc-Iteration1-PA1:1DO:0-Seed1017","3 arc-second",1,"1:1","0",1017,"spatial knndm",0.796765103921992,0.905057675244011,58,0.563065651475411
"3arc-Iteration1-PA1:1DO:0-Seed1018","3 arc-second",1,"1:1","0",1018,"spatial knndm",0.81385304778512,0.890259197324415,58,0.490322371847949
"3arc-Iteration1-PA1:1DO:0-Seed1019","3 arc-second",1,"1:1","0",1019,"spatial knndm",0.883884817021312,0.928651059085842,58,0.584353524180107
"3arc-Iteration1-PA1:1DO:0-Seed1020","3 arc-second",1,"1:1","0",1020,"spatial knndm",0.763241839946494,0.886382280557834,58,0.420003008157617
"3arc-Iteration1-PA1:1DO:0-Seed1021","3 arc-second",1,"1:1","0",1021,"spatial knndm",0.725121352497534,0.820525783619818,58,0.393720370611905
"3arc-Iteration1-PA1:1DO:0-Seed1022","3 arc-second",1,"1:1","0",1022,"spatial knndm",0.805263749975841,0.900222965440357,58,0.583871079574767
"3arc-Iteration1-PA1:1DO:0-Seed1023","3 arc-second",1,"1:1","0",1023,"spatial knndm",0.820346716554618,0.91304347826087,58,0.425744367336434
"3arc-Iteration1-PA1:1DO:0-Seed1024","3 arc-second",1,"1:1","0",1024,"spatial knndm",0.898079652842175,0.945366132723112,58,0.660287183885804
"3arc-Iteration1-PA1:1DO:0-Seed1025","3 arc-second",1,"1:1","0",1025,"spatial knndm",0.737815171628808,0.876877470355731,58,0.644773542860145
"3arc-Iteration1-PA1:2DO:0-Seed1002","3 arc-second",1,"1:2","0",1002,"spatial knndm",0.824606532462177,0.937484737484737,58,0.506483287649956
"3arc-Iteration1-PA1:2DO:0-Seed1004","3 arc-second",1,"1:2","0",1004,"spatial knndm",0.729576692321343,0.902867715078631,58,0.662609933083642
"3arc-Iteration1-PA1:2DO:0-Seed1005","3 arc-second",1,"1:2","0",1005,"spatial knndm",0.674118862975485,0.884807596201899,58,0.700420260808889
"3arc-Iteration1-PA1:2DO:0-Seed1006","3 arc-second",1,"1:2","0",1006,"spatial knndm",0.610033871252578,0.852717391304348,58,0.57172471202695
"3arc-Iteration1-PA1:3DO:0-Seed1003","3 arc-second",1,"1:3","0",1003,"spatial knndm",0.857882135479782,0.959529602595296,58,0.642711142785513
"3arc-Iteration1-PA1:3DO:0-Seed1007","3 arc-second",1,"1:3","0",1007,"spatial knndm",0.567717857026106,0.879114906832298,58,0.667734200565132
"3arc-Iteration1-PA1:3DO:0-Seed1008","3 arc-second",1,"1:3","0",1008,"spatial knndm",0.565034073581793,0.875954198473282,58,0.643199247179928
"3arc-Iteration1-PA1:3DO:0-Seed1009","3 arc-second",1,"1:3","0",1009,"spatial knndm",0.691024583208526,0.915931894192764,58,0.689377174222056
"3arc-Iteration1-PA1:4DO:0-Seed1004","3 arc-second",1,"1:4","0",1004,"spatial knndm",0.789922604486774,0.943108682452945,58,0.630952174714758
"3arc-Iteration1-PA1:4DO:0-Seed1010","3 arc-second",1,"1:4","0",1010,"spatial knndm",0.606054655436019,0.905959941377626,58,0.696912471761407
"3arc-Iteration1-PA1:4DO:0-Seed1011","3 arc-second",1,"1:4","0",1011,"spatial knndm",0.545940575572593,0.893685881778212,58,0.652318971545274
"3arc-Iteration1-PA1:4DO:0-Seed1012","3 arc-second",1,"1:4","0",1012,"spatial knndm",0.531654420314885,0.885593220338983,58,0.673967435699046
"3arc-Iteration1-PA1:5DO:0-Seed1005","3 arc-second",1,"1:5","0",1005,"spatial knndm",0.614004516432541,0.919200779727095,58,0.620489523825243
"3arc-Iteration1-PA1:5DO:0-Seed1013","3 arc-second",1,"1:5","0",1013,"spatial knndm",0.496623048811249,0.889704498400151,58,0.688847031073115
"3arc-Iteration1-PA1:5DO:0-Seed1014","3 arc-second",1,"1:5","0",1014,"spatial knndm",0.494393283138717,0.895265700483092,58,0.588247990991168
"3arc-Iteration1-PA1:5DO:0-Seed1015","3 arc-second",1,"1:5","0",1015,"spatial knndm",0.474689700011437,0.886037157632637,58,0.689508607195049
"1-3arc-Iteration0-PA1:1.25DO:0-Seed1022","1/3 arc-second",0,"1:1.25","0",1022,"classic",0.966174646155849,0.952861952861953,58,0.716981132075472
"1-3arc-Iteration0-PA1:1.25DO:0-Seed1023","1/3 arc-second",0,"1:1.25","0",1023,"classic",0.938392551412032,0.920875420875421,58,0.50807970077198
"1-3arc-Iteration0-PA1:1.25DO:0-Seed1024","1/3 arc-second",0,"1:1.25","0",1024,"classic",0.970397302870506,0.971380471380471,58,0.59416847979547
"1-3arc-Iteration0-PA1:1.25DO:0-Seed1025","1/3 arc-second",0,"1:1.25","0",1025,"classic",0.986079545454545,0.984006734006734,58,0.429701857772033
"1-3arc-Iteration0-PA1:1.25DO:0-Seed1026","1/3 arc-second",0,"1:1.25","0",1026,"classic",0.990097894529713,0.991582491582492,58,0.52009897565575
"1-3arc-Iteration0-PA1:1.5DO:0-Seed1013","1/3 arc-second",0,"1:1.5","0",1013,"classic",0.975558092980229,0.977982954545455,58,0.606813038663393
"1-3arc-Iteration0-PA1:1.5DO:0-Seed1014","1/3 arc-second",0,"1:1.5","0",1014,"classic",0.99797879985627,0.99862258953168,58,0.499938403824962
"1-3arc-Iteration0-PA1:1.5DO:0-Seed1015","1/3 arc-second",0,"1:1.5","0",1015,"classic",1,1,58,0.539137731543162
"1-3arc-Iteration0-PA1:1.75DO:0-Seed1027","1/3 arc-second",0,"1:1.75","0",1027,"classic",0.957147445755162,0.953349282296651,58,0.671417828821438
"1-3arc-Iteration0-PA1:1.75DO:0-Seed1028","1/3 arc-second",0,"1:1.75","0",1028,"classic",0.976741867201426,0.981459330143541,58,0.59471976554432
"1-3arc-Iteration0-PA1:1.75DO:0-Seed1029","1/3 arc-second",0,"1:1.75","0",1029,"classic",1,1,58,0.704782608695652
"1-3arc-Iteration0-PA1:1.75DO:0-Seed1030","1/3 arc-second",0,"1:1.75","0",1030,"classic",0.97810397205134,0.985645933014354,58,0.500403534721432
"1-3arc-Iteration0-PA1:1.75DO:0-Seed1031","1/3 arc-second",0,"1:1.75","0",1031,"classic",0.987061796898753,0.991626794258373,58,0.498546274810892
"1-3arc-Iteration0-PA1:1DO:0-Seed1001","1/3 arc-second",0,"1:1","0",1001,"classic",0.961874865908441,0.952479338842975,58,0.547058948668271
"1-3arc-Iteration0-PA1:1DO:0-Seed1002","1/3 arc-second",0,"1:1","0",1002,"classic",0.984843182180139,0.983471074380165,58,0.55232528133486
"1-3arc-Iteration0-PA1:1DO:0-Seed1003","1/3 arc-second",0,"1:1","0",1003,"classic",0.985421201245107,0.981601731601732,58,0.60139494167524
"1-3arc-Iteration0-PA1:2.5DO:0-Seed1016","1/3 arc-second",0,"1:2.5","0",1016,"classic",0.97479727621318,0.984297520661157,58,0.646863198052512
"1-3arc-Iteration0-PA1:2.5DO:0-Seed1017","1/3 arc-second",0,"1:2.5","0",1017,"classic",0.969842673461519,0.982644628099174,58,0.591680015769432
"1-3arc-Iteration0-PA1:2.5DO:0-Seed1018","1/3 arc-second",0,"1:2.5","0",1018,"classic",0.953563376635897,0.96969696969697,58,0.586279634236028
"1-3arc-Iteration0-PA1:2DO:0-Seed1004","1/3 arc-second",0,"1:2","0",1004,"classic",0.99612977602108,0.997933884297521,58,0.49710595741631
"1-3arc-Iteration0-PA1:2DO:0-Seed1005","1/3 arc-second",0,"1:2","0",1005,"classic",0.967921113973746,0.973140495867769,58,0.679554152835973
"1-3arc-Iteration0-PA1:2DO:0-Seed1006","1/3 arc-second",0,"1:2","0",1006,"classic",0.994431818181818,0.996828752642706,58,0.565630352714147
"1-3arc-Iteration0-PA1:3.5DO:0-Seed1019","1/3 arc-second",0,"1:3.5","0",1019,"classic",0.986716979467763,0.995215311004785,58,0.606918068245769
"1-3arc-Iteration0-PA1:3.5DO:0-Seed1020","1/3 arc-second",0,"1:3.5","0",1020,"classic",0.954008029008029,0.981109799291617,58,0.592481770960932
"1-3arc-Iteration0-PA1:3.5DO:0-Seed1021","1/3 arc-second",0,"1:3.5","0",1021,"classic",0.974875762977367,0.989964580873672,58,0.548923534468672
"1-3arc-Iteration0-PA1:3DO:0-Seed1007","1/3 arc-second",0,"1:3","0",1007,"classic",0.972078506118175,0.988292011019284,58,0.618478945568948
"1-3arc-Iteration0-PA1:3DO:0-Seed1008","1/3 arc-second",0,"1:3","0",1008,"classic",0.966408678777494,0.985881542699725,58,0.605544894413529
"1-3arc-Iteration0-PA1:3DO:0-Seed1009","1/3 arc-second",0,"1:3","0",1009,"classic",0.965695476306682,0.982093663911846,58,0.617134915658218
"1-3arc-Iteration0-PA1:4DO:0-Seed1010","1/3 arc-second",0,"1:4","0",1010,"classic",0.99797879985627,0.99948347107438,58,0.599891607444187
"1-3arc-Iteration0-PA1:4DO:0-Seed1011","1/3 arc-second",0,"1:4","0",1011,"classic",0.945219732382201,0.968129571577847,58,0.57506078973692
"1-3arc-Iteration0-PA1:4DO:0-Seed1012","1/3 arc-second",0,"1:4","0",1012,"classic",0.954867327596294,0.981921487603306,58,0.659146346629389
"1-3arc-Iteration1-PA1:1.25DO:0-Seed1022","1/3 arc-second",1,"1:1.25","0",1022,"classic",0.900641478730027,0.941720779220779,58,0.665343199302905
"1-3arc-Iteration1-PA1:1.25DO:0-Seed1023","1/3 arc-second",1,"1:1.25","0",1023,"classic",0.896271778557877,0.92224025974026,58,0.722434978057069
"1-3arc-Iteration1-PA1:1.25DO:0-Seed1024","1/3 arc-second",1,"1:1.25","0",1024,"classic",0.916625032708617,0.93538961038961,58,0.72811946617175
"1-3arc-Iteration1-PA1:1.25DO:0-Seed1025","1/3 arc-second",1,"1:1.25","0",1025,"classic",0.897532434933705,0.932061688311688,58,0.692940891114726
"1-3arc-Iteration1-PA1:1.25DO:0-Seed1026","1/3 arc-second",1,"1:1.25","0",1026,"classic",0.882735393403833,0.947321428571429,58,0.721490135451587
"1-3arc-Iteration1-PA1:1.5DO:0-Seed1013","1/3 arc-second",1,"1:1.5","0",1013,"classic",0.910363853976712,0.945986394557823,58,0.709262911458067
"1-3arc-Iteration1-PA1:1.5DO:0-Seed1014","1/3 arc-second",1,"1:1.5","0",1014,"classic",0.898376739051422,0.930053908355795,58,0.618978024700587
"1-3arc-Iteration1-PA1:1.5DO:0-Seed1015","1/3 arc-second",1,"1:1.5","0",1015,"classic",0.888661855213836,0.937196765498652,58,0.720919821294449
"1-3arc-Iteration1-PA1:1.75DO:0-Seed1027","1/3 arc-second",1,"1:1.75","0",1027,"classic",0.936800163886304,0.96486643437863,58,0.674389738407047
"1-3arc-Iteration1-PA1:1.75DO:0-Seed1028","1/3 arc-second",1,"1:1.75","0",1028,"classic",0.94059162531651,0.956329849012776,58,0.724367421442292
"1-3arc-Iteration1-PA1:1.75DO:0-Seed1029","1/3 arc-second",1,"1:1.75","0",1029,"classic",0.869030459331739,0.924912891986063,58,0.677757793868101
"1-3arc-Iteration1-PA1:1.75DO:0-Seed1030","1/3 arc-second",1,"1:1.75","0",1030,"classic",0.847151897939443,0.918989547038328,58,0.718251586012307
"1-3arc-Iteration1-PA1:1.75DO:0-Seed1031","1/3 arc-second",1,"1:1.75","0",1031,"classic",0.85266377142566,0.930836236933798,58,0.659817544544706
"1-3arc-Iteration1-PA1:1DO:0-Seed1001","1/3 arc-second",1,"1:1","0",1001,"classic",0.875005860973206,0.924183673469388,58,0.699827214380877
"1-3arc-Iteration1-PA1:1DO:0-Seed1002","1/3 arc-second",1,"1:1","0",1002,"classic",0.893491958913876,0.935102040816327,58,0.741116348204611
