"model","resolution","iteration","pa_ratio","dist_order","seed","cv_structure","n","pr_auc"
"1arc-Iteration0-PA1:3.25DO:0-Seed1044","1 arc-second",0,"1:3.25","0",1044,"classic",305,0.427810898989704
"1arc-Iteration0-PA1:3.25DO:0-Seed1045","1 arc-second",0,"1:3.25","0",1045,"classic",305,0.428048509855658
"1arc-Iteration0-PA1:3.25DO:0-Seed1046","1 arc-second",0,"1:3.25","0",1046,"classic",305,0.479777680341598
"1arc-Iteration0-PA1:3.5DO:0-Seed1019","1 arc-second",0,"1:3.5","0",1019,"classic",305,0.517429872814453
"1arc-Iteration0-PA1:3.5DO:0-Seed1020","1 arc-second",0,"1:3.5","0",1020,"classic",305,0.405159237020826
"1arc-Iteration0-PA1:3.5DO:0-Seed1021","1 arc-second",0,"1:3.5","0",1021,"classic",305,0.429657060490568
"1arc-Iteration0-PA1:3.75DO:0-Seed1047","1 arc-second",0,"1:3.75","0",1047,"classic",305,0.445416623895463
"1arc-Iteration0-PA1:3.75DO:0-Seed1048","1 arc-second",0,"1:3.75","0",1048,"classic",305,0.430570809295594
"1arc-Iteration0-PA1:3.75DO:0-Seed1049","1 arc-second",0,"1:3.75","0",1049,"classic",305,0.411893567972632
"1arc-Iteration0-PA1:3.75DO:0-Seed1050","1 arc-second",0,"1:3.75","0",1050,"classic",305,0.452719180949155
"1arc-Iteration0-PA1:3.75DO:0-Seed1051","1 arc-second",0,"1:3.75","0",1051,"classic",305,0.459502370930436
"1arc-Iteration0-PA1:3DO:0-Seed1007","1 arc-second",0,"1:3","0",1007,"classic",305,0.434256842119102
"1arc-Iteration0-PA1:3DO:0-Seed1008","1 arc-second",0,"1:3","0",1008,"classic",305,0.431191634941885
"1arc-Iteration0-PA1:3DO:0-Seed1009","1 arc-second",0,"1:3","0",1009,"classic",305,0.394690859991096
"1arc-Iteration0-PA1:4DO:0-Seed1010","1 arc-second",0,"1:4","0",1010,"classic",305,0.451004162139281
"1arc-Iteration0-PA1:4DO:0-Seed1011","1 arc-second",0,"1:4","0",1011,"classic",305,0.380648383318382
"1arc-Iteration0-PA1:4DO:0-Seed1012","1 arc-second",0,"1:4","0",1012,"classic",305,0.422454815138759
"1arc-Iteration1-PA1:1DO:0-Seed1001","1 arc-second",1,"1:1","0",1001,"classic",305,0.502526007148045
"1arc-Iteration1-PA1:1DO:0-Seed1002","1 arc-second",1,"1:1","0",1002,"classic",305,0.467710102871207
"1arc-Iteration1-PA1:1DO:0-Seed1003","1 arc-second",1,"1:1","0",1003,"classic",305,0.535268841597991
"1arc-Iteration1-PA1:1DO:0-Seed1013","1 arc-second",1,"1:1","0",1013,"classic",305,0.511821190055802
"1arc-Iteration1-PA1:1DO:0-Seed1014","1 arc-second",1,"1:1","0",1014,"classic",305,0.532434299035093
"1arc-Iteration1-PA1:1DO:0-Seed1015","1 arc-second",1,"1:1","0",1015,"classic",305,0.543465523608403
"1arc-Iteration1-PA1:1DO:0-Seed1016","1 arc-second",1,"1:1","0",1016,"classic",305,0.501970264894697
"1arc-Iteration1-PA1:1DO:0-Seed1017","1 arc-second",1,"1:1","0",1017,"classic",305,0.527400612336768
"1arc-Iteration1-PA1:1DO:0-Seed1018","1 arc-second",1,"1:1","0",1018,"classic",305,0.556142700053152
"1arc-Iteration1-PA1:1DO:0-Seed1019","1 arc-second",1,"1:1","0",1019,"classic",305,0.497235014689218
"1arc-Iteration1-PA1:1DO:0-Seed1020","1 arc-second",1,"1:1","0",1020,"classic",305,0.521747784644423
"1arc-Iteration1-PA1:1DO:0-Seed1021","1 arc-second",1,"1:1","0",1021,"classic",305,0.533286993149241
"1arc-Iteration1-PA1:1DO:0-Seed1022","1 arc-second",1,"1:1","0",1022,"classic",305,0.540885832714099
"1arc-Iteration1-PA1:2DO:0-Seed1004","1 arc-second",1,"1:2","0",1004,"classic",305,0.537383442573906
"1arc-Iteration1-PA1:2DO:0-Seed1005","1 arc-second",1,"1:2","0",1005,"classic",305,0.509899048759089
"1arc-Iteration1-PA1:2DO:0-Seed1006","1 arc-second",1,"1:2","0",1006,"classic",305,0.534336597815147
"1arc-Iteration1-PA1:3DO:0-Seed1007","1 arc-second",1,"1:3","0",1007,"classic",305,0.520093000557174
"1arc-Iteration1-PA1:3DO:0-Seed1008","1 arc-second",1,"1:3","0",1008,"classic",305,0.522429477089947
"1arc-Iteration1-PA1:3DO:0-Seed1009","1 arc-second",1,"1:3","0",1009,"classic",305,0.556577344665995
"1arc-Iteration1-PA1:4DO:0-Seed1010","1 arc-second",1,"1:4","0",1010,"classic",305,0.497246182199358
"1arc-Iteration1-PA1:4DO:0-Seed1011","1 arc-second",1,"1:4","0",1011,"classic",305,0.477670264372203
"1arc-Iteration1-PA1:4DO:0-Seed1012","1 arc-second",1,"1:4","0",1012,"classic",305,0.535080523771129
"3arc-Iteration0-PA1:1.25DO:0-Seed1022","3 arc-second",0,"1:1.25","0",1022,"classic",305,0.378133005669732
"3arc-Iteration0-PA1:1.25DO:0-Seed1023","3 arc-second",0,"1:1.25","0",1023,"classic",305,0.412990475571537
"3arc-Iteration0-PA1:1.25DO:0-Seed1024","3 arc-second",0,"1:1.25","0",1024,"classic",305,0.389546582337075
"3arc-Iteration0-PA1:1.25DO:0-Seed1025","3 arc-second",0,"1:1.25","0",1025,"classic",305,0.391824851479135
"3arc-Iteration0-PA1:1.25DO:0-Seed1026","3 arc-second",0,"1:1.25","0",1026,"classic",305,0.386531631439551
"3arc-Iteration0-PA1:1.25DO:0-Seed1052","3 arc-second",0,"1:1.25","0",1052,"classic",305,0.432288842247771
"3arc-Iteration0-PA1:1.25DO:0-Seed1053","3 arc-second",0,"1:1.25","0",1053,"classic",305,0.430020256294831
"3arc-Iteration0-PA1:1.25DO:0-Seed1054","3 arc-second",0,"1:1.25","0",1054,"classic",305,0.391634689149751
"3arc-Iteration0-PA1:1.25DO:0-Seed1055","3 arc-second",0,"1:1.25","0",1055,"classic",305,0.377807032305045
"3arc-Iteration0-PA1:1.25DO:0-Seed1056","3 arc-second",0,"1:1.25","0",1056,"classic",305,0.407349926993718
"3arc-Iteration0-PA1:1.25DO:0-Seed1057","3 arc-second",0,"1:1.25","0",1057,"classic",305,0.436505224757521
"3arc-Iteration0-PA1:1.25DO:0-Seed1058","3 arc-second",0,"1:1.25","0",1058,"classic",305,0.389183376700464
"3arc-Iteration0-PA1:1.25DO:0-Seed1059","3 arc-second",0,"1:1.25","0",1059,"classic",305,0.356338438090987
"3arc-Iteration0-PA1:1.25DO:0-Seed1060","3 arc-second",0,"1:1.25","0",1060,"classic",305,0.406170227721102
"3arc-Iteration0-PA1:1.25DO:0-Seed1061","3 arc-second",0,"1:1.25","0",1061,"classic",305,0.415829209407707
"3arc-Iteration0-PA1:1.5DO:0-Seed1013","3 arc-second",0,"1:1.5","0",1013,"classic",305,0.364552057249329
"3arc-Iteration0-PA1:1.5DO:0-Seed1014","3 arc-second",0,"1:1.5","0",1014,"classic",305,0.427652325089678
"3arc-Iteration0-PA1:1.5DO:0-Seed1015","3 arc-second",0,"1:1.5","0",1015,"classic",305,0.422181208409322
"3arc-Iteration0-PA1:1.75DO:0-Seed1027","3 arc-second",0,"1:1.75","0",1027,"classic",305,0.44436832745856
"3arc-Iteration0-PA1:1.75DO:0-Seed1028","3 arc-second",0,"1:1.75","0",1028,"classic",305,0.421431252876626
"3arc-Iteration0-PA1:1.75DO:0-Seed1029","3 arc-second",0,"1:1.75","0",1029,"classic",305,0.38021820260248
"3arc-Iteration0-PA1:1.75DO:0-Seed1030","3 arc-second",0,"1:1.75","0",1030,"classic",305,0.407535252296597
"3arc-Iteration0-PA1:1.75DO:0-Seed1031","3 arc-second",0,"1:1.75","0",1031,"classic",305,0.421026470577181
"3arc-Iteration0-PA1:1DO:0-Seed1001","3 arc-second",0,"1:1","0",1001,"classic",305,0.385017629209931
"3arc-Iteration0-PA1:1DO:0-Seed1002","3 arc-second",0,"1:1","0",1002,"classic",305,0.402357009232072
"3arc-Iteration0-PA1:1DO:0-Seed1003","3 arc-second",0,"1:1","0",1003,"classic",305,0.433378507033184
"3arc-Iteration0-PA1:2.25DO:0-Seed1032","3 arc-second",0,"1:2.25","0",1032,"classic",305,0.406624552364204
"3arc-Iteration0-PA1:2.25DO:0-Seed1033","3 arc-second",0,"1:2.25","0",1033,"classic",305,0.382284617886222
"3arc-Iteration0-PA1:2.25DO:0-Seed1034","3 arc-second",0,"1:2.25","0",1034,"classic",305,0.368348119859759
"3arc-Iteration0-PA1:2.25DO:0-Seed1035","3 arc-second",0,"1:2.25","0",1035,"classic",305,0.400808179713131
"3arc-Iteration0-PA1:2.25DO:0-Seed1036","3 arc-second",0,"1:2.25","0",1036,"classic",305,0.36630791183907
"3arc-Iteration0-PA1:2.5DO:0-Seed1016","3 arc-second",0,"1:2.5","0",1016,"classic",305,0.365139976010167
"3arc-Iteration0-PA1:2.5DO:0-Seed1017","3 arc-second",0,"1:2.5","0",1017,"classic",305,0.432676228851629
"3arc-Iteration0-PA1:2.5DO:0-Seed1018","3 arc-second",0,"1:2.5","0",1018,"classic",305,0.39516628683226
"3arc-Iteration0-PA1:2.75DO:0-Seed1037","3 arc-second",0,"1:2.75","0",1037,"classic",305,0.426937422945134
"3arc-Iteration0-PA1:2.75DO:0-Seed1038","3 arc-second",0,"1:2.75","0",1038,"classic",305,0.364303156730733
"3arc-Iteration0-PA1:2.75DO:0-Seed1039","3 arc-second",0,"1:2.75","0",1039,"classic",305,0.416075813438517
"3arc-Iteration0-PA1:2.75DO:0-Seed1040","3 arc-second",0,"1:2.75","0",1040,"classic",305,0.403324793875975
"3arc-Iteration0-PA1:2.75DO:0-Seed1041","3 arc-second",0,"1:2.75","0",1041,"classic",305,0.398234468238177
"3arc-Iteration0-PA1:2DO:0-Seed1004","3 arc-second",0,"1:2","0",1004,"classic",305,0.395384070493329
"3arc-Iteration0-PA1:2DO:0-Seed1005","3 arc-second",0,"1:2","0",1005,"classic",305,0.400139159984307
"3arc-Iteration0-PA1:2DO:0-Seed1006","3 arc-second",0,"1:2","0",1006,"classic",305,0.389541972048534
"3arc-Iteration0-PA1:3.25DO:0-Seed1042","3 arc-second",0,"1:3.25","0",1042,"classic",305,0.46343708613564
"3arc-Iteration0-PA1:3.25DO:0-Seed1043","3 arc-second",0,"1:3.25","0",1043,"classic",305,0.395742647050319
"3arc-Iteration0-PA1:3.25DO:0-Seed1044","3 arc-second",0,"1:3.25","0",1044,"classic",305,0.430531729099273
"3arc-Iteration0-PA1:3.25DO:0-Seed1045","3 arc-second",0,"1:3.25","0",1045,"classic",305,0.349500246789332
"3arc-Iteration0-PA1:3.25DO:0-Seed1046","3 arc-second",0,"1:3.25","0",1046,"classic",305,0.41318216688313
"3arc-Iteration0-PA1:3.5DO:0-Seed1019","3 arc-second",0,"1:3.5","0",1019,"classic",305,0.431115351412716
"3arc-Iteration0-PA1:3.5DO:0-Seed1020","3 arc-second",0,"1:3.5","0",1020,"classic",305,0.399517003808908
"3arc-Iteration0-PA1:3.5DO:0-Seed1021","3 arc-second",0,"1:3.5","0",1021,"classic",305,0.429248279685942
"3arc-Iteration0-PA1:3.75DO:0-Seed1047","3 arc-second",0,"1:3.75","0",1047,"classic",305,0.395904911512226
"3arc-Iteration0-PA1:3.75DO:0-Seed1048","3 arc-second",0,"1:3.75","0",1048,"classic",305,0.397575093023295
"3arc-Iteration0-PA1:3.75DO:0-Seed1049","3 arc-second",0,"1:3.75","0",1049,"classic",305,0.435888224952975
"3arc-Iteration0-PA1:3.75DO:0-Seed1050","3 arc-second",0,"1:3.75","0",1050,"classic",305,0.355516025335948
"3arc-Iteration0-PA1:3.75DO:0-Seed1051","3 arc-second",0,"1:3.75","0",1051,"classic",305,0.434305626618845
"3arc-Iteration0-PA1:3DO:0-Seed1007","3 arc-second",0,"1:3","0",1007,"classic",305,0.395091170628583
"3arc-Iteration0-PA1:3DO:0-Seed1008","3 arc-second",0,"1:3","0",1008,"classic",305,0.480209573129325
"3arc-Iteration0-PA1:3DO:0-Seed1009","3 arc-second",0,"1:3","0",1009,"classic",305,0.386174009297245
"3arc-Iteration0-PA1:4DO:0-Seed1010","3 arc-second",0,"1:4","0",1010,"classic",305,0.377710340079945
"3arc-Iteration0-PA1:4DO:0-Seed1011","3 arc-second",0,"1:4","0",1011,"classic",305,0.379192443419063
"3arc-Iteration0-PA1:4DO:0-Seed1012","3 arc-second",0,"1:4","0",1012,"classic",305,0.405662038727772
"3arc-Iteration1-PA1:1DO:0-Seed1001","3 arc-second",1,"1:1","0",1001,"classic",305,0.519709901133465
"3arc-Iteration1-PA1:1DO:0-Seed1002","3 arc-second",1,"1:1","0",1002,"classic",305,0.481616412046055
"3arc-Iteration1-PA1:1DO:0-Seed1003","3 arc-second",1,"1:1","0",1003,"classic",305,0.479220348514719
"3arc-Iteration1-PA1:1DO:0-Seed1013","3 arc-second",1,"1:1","0",1013,"classic",305,0.46041589971153
"3arc-Iteration1-PA1:1DO:0-Seed1014","3 arc-second",1,"1:1","0",1014,"classic",305,0.502094859593996
"3arc-Iteration1-PA1:1DO:0-Seed1015","3 arc-second",1,"1:1","0",1015,"classic",305,0.471981062142691
"3arc-Iteration1-PA1:1DO:0-Seed1016","3 arc-second",1,"1:1","0",1016,"classic",305,0.492887782127993
"3arc-Iteration1-PA1:1DO:0-Seed1017","3 arc-second",1,"1:1","0",1017,"classic",305,0.472649543422301
"3arc-Iteration1-PA1:1DO:0-Seed1018","3 arc-second",1,"1:1","0",1018,"classic",305,0.498682362818696
"3arc-Iteration1-PA1:1DO:0-Seed1019","3 arc-second",1,"1:1","0",1019,"classic",305,0.467265720723153
"3arc-Iteration1-PA1:1DO:0-Seed1020","3 arc-second",1,"1:1","0",1020,"classic",305,0.492585067289988
"3arc-Iteration1-PA1:1DO:0-Seed1021","3 arc-second",1,"1:1","0",1021,"classic",305,0.502379271281914
"3arc-Iteration1-PA1:1DO:0-Seed1022","3 arc-second",1,"1:1","0",1022,"classic",305,0.477187370035053
"3arc-Iteration1-PA1:2DO:0-Seed1004","3 arc-second",1,"1:2","0",1004,"classic",305,0.510805112889548
"3arc-Iteration1-PA1:2DO:0-Seed1005","3 arc-second",1,"1:2","0",1005,"classic",305,0.519168274628709
"3arc-Iteration1-PA1:2DO:0-Seed1006","3 arc-second",1,"1:2","0",1006,"classic",305,0.513457173863878
"3arc-Iteration1-PA1:3DO:0-Seed1007","3 arc-second",1,"1:3","0",1007,"classic",305,0.497515024958055
"3arc-Iteration1-PA1:3DO:0-Seed1008","3 arc-second",1,"1:3","0",1008,"classic",305,0.491438472398785
"3arc-Iteration1-PA1:3DO:0-Seed1009","3 arc-second",1,"1:3","0",1009,"classic",305,0.538803720383572
"3arc-Iteration1-PA1:4DO:0-Seed1010","3 arc-second",1,"1:4","0",1010,"classic",305,0.515428620681075
"3arc-Iteration1-PA1:4DO:0-Seed1011","3 arc-second",1,"1:4","0",1011,"classic",305,0.497330809201355
"3arc-Iteration1-PA1:4DO:0-Seed1012","3 arc-second",1,"1:4","0",1012,"classic",305,0.496918832530321
