coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
21713357,https://api.idigbio.org/v2/media/dbcc2e19d5dac0d5e3d892ad0402138c,https://api.idigbio.org/v2/media/dbcc2e19d5dac0d5e3d892ad0402138c,https://api.idigbio.org/v2/media/dbcc2e19d5dac0d5e3d892ad0402138c?size=thumbnail,https://api.idigbio.org/v2/media/dbcc2e19d5dac0d5e3d892ad0402138c?size=webview,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:0b52b59b-1106-4e6c-b7ee-305fc8eaed05,"2019-04-30 12:19:41",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=21713357,StillImage,Photograph,en
23775967,https://data.huh.harvard.edu/faf520cb-e2d4-4b8d-92fe-ff56923a93cf/image,https://data.huh.harvard.edu/faf520cb-e2d4-4b8d-92fe-ff56923a93cf/image,https://data.huh.harvard.edu/faf520cb-e2d4-4b8d-92fe-ff56923a93cf/thumb,https://data.huh.harvard.edu/faf520cb-e2d4-4b8d-92fe-ff56923a93cf/thumb,http://creativecommons.org/licenses/by-nc/3.0/,"Harvard University Herbaria: Vascular Plants of North America (Harvard)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:d0e82ae4-c565-42f3-93a3-4416876ada73,"2019-10-24 23:18:24",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23775967,StillImage,Photograph,en
23775967,http://data.huh.harvard.edu/faf520cb-e2d4-4b8d-92fe-ff56923a93cf/image,http://data.huh.harvard.edu/faf520cb-e2d4-4b8d-92fe-ff56923a93cf/image,http://data.huh.harvard.edu/faf520cb-e2d4-4b8d-92fe-ff56923a93cf/thumb,,http://creativecommons.org/licenses/by-nc/3.0/,"Harvard University Herbaria: Vascular Plants of North America (Harvard)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:b60afedf-6c8a-4f97-a2a8-f8777a206ca5,"2022-05-11 09:50:18",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23775967,StillImage,Photograph,en
23775969,https://data.huh.harvard.edu/2ae6dc79-e1c2-416e-83f0-d261bfb32efd/image,https://data.huh.harvard.edu/2ae6dc79-e1c2-416e-83f0-d261bfb32efd/image,https://data.huh.harvard.edu/2ae6dc79-e1c2-416e-83f0-d261bfb32efd/thumb,https://data.huh.harvard.edu/2ae6dc79-e1c2-416e-83f0-d261bfb32efd/thumb,http://creativecommons.org/licenses/by-nc/3.0/,"Harvard University Herbaria: Vascular Plants of North America (Harvard)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:bf2971bd-ba4e-42f4-ae4f-c7ba017bb685,"2019-10-24 23:18:24",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23775969,StillImage,Photograph,en
23775969,http://data.huh.harvard.edu/2ae6dc79-e1c2-416e-83f0-d261bfb32efd/image,http://data.huh.harvard.edu/2ae6dc79-e1c2-416e-83f0-d261bfb32efd/image,http://data.huh.harvard.edu/2ae6dc79-e1c2-416e-83f0-d261bfb32efd/thumb,,http://creativecommons.org/licenses/by-nc/3.0/,"Harvard University Herbaria: Vascular Plants of North America (Harvard)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:8d2febf5-bf7f-44c2-8521-afd043c79747,"2022-05-11 09:50:18",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23775969,StillImage,Photograph,en
23775976,https://data.huh.harvard.edu/f4c1cd22-3c32-4e9f-b6c5-dbbf2bd8a053/image,https://data.huh.harvard.edu/f4c1cd22-3c32-4e9f-b6c5-dbbf2bd8a053/image,https://data.huh.harvard.edu/f4c1cd22-3c32-4e9f-b6c5-dbbf2bd8a053/thumb,https://data.huh.harvard.edu/f4c1cd22-3c32-4e9f-b6c5-dbbf2bd8a053/thumb,http://creativecommons.org/licenses/by-nc/3.0/,"Harvard University Herbaria: Vascular Plants of North America (Harvard)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:bc8e3279-55e1-4382-adc4-b0e1cded244e,"2019-10-24 23:18:24",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23775976,StillImage,Photograph,en
23775976,http://data.huh.harvard.edu/f4c1cd22-3c32-4e9f-b6c5-dbbf2bd8a053/image,http://data.huh.harvard.edu/f4c1cd22-3c32-4e9f-b6c5-dbbf2bd8a053/image,http://data.huh.harvard.edu/f4c1cd22-3c32-4e9f-b6c5-dbbf2bd8a053/thumb,,http://creativecommons.org/licenses/by-nc/3.0/,"Harvard University Herbaria: Vascular Plants of North America (Harvard)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:28cfeca6-9939-4159-a576-f03af866a2f9,"2022-05-11 09:50:18",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23775976,StillImage,Photograph,en
23775978,https://data.huh.harvard.edu/6e62f3bf-87be-434a-8e26-05bf4beb1295/image,https://data.huh.harvard.edu/6e62f3bf-87be-434a-8e26-05bf4beb1295/image,https://data.huh.harvard.edu/6e62f3bf-87be-434a-8e26-05bf4beb1295/thumb,https://data.huh.harvard.edu/6e62f3bf-87be-434a-8e26-05bf4beb1295/thumb,http://creativecommons.org/licenses/by-nc/3.0/,"Harvard University Herbaria: Vascular Plants of North America (Harvard)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:c61e37bd-60b8-4e21-b150-44e39943fbd5,"2019-10-24 23:18:24",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23775978,StillImage,Photograph,en
23775978,http://data.huh.harvard.edu/6e62f3bf-87be-434a-8e26-05bf4beb1295/image,http://data.huh.harvard.edu/6e62f3bf-87be-434a-8e26-05bf4beb1295/image,http://data.huh.harvard.edu/6e62f3bf-87be-434a-8e26-05bf4beb1295/thumb,,http://creativecommons.org/licenses/by-nc/3.0/,"Harvard University Herbaria: Vascular Plants of North America (Harvard)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:19d99204-e81e-48e1-82a3-23cd5d5f507c,"2022-05-11 09:50:18",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23775978,StillImage,Photograph,en
23775980,https://data.huh.harvard.edu/20dc0c19-419d-427d-af65-baf1672850d0/image,https://data.huh.harvard.edu/20dc0c19-419d-427d-af65-baf1672850d0/image,https://data.huh.harvard.edu/20dc0c19-419d-427d-af65-baf1672850d0/thumb,https://data.huh.harvard.edu/20dc0c19-419d-427d-af65-baf1672850d0/thumb,http://creativecommons.org/licenses/by-nc/3.0/,"Harvard University Herbaria: Vascular Plants of North America (Harvard)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:70b1aff3-df59-4873-951f-bbc6cd4d7bb4,"2019-10-24 23:18:24",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23775980,StillImage,Photograph,en
23775980,http://data.huh.harvard.edu/20dc0c19-419d-427d-af65-baf1672850d0/image,http://data.huh.harvard.edu/20dc0c19-419d-427d-af65-baf1672850d0/image,http://data.huh.harvard.edu/20dc0c19-419d-427d-af65-baf1672850d0/thumb,,http://creativecommons.org/licenses/by-nc/3.0/,"Harvard University Herbaria: Vascular Plants of North America (Harvard)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:fba38d67-f429-454b-ab72-59e0b3a86922,"2022-05-11 09:50:18",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23775980,StillImage,Photograph,en
23888258,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0005/RMBL0005430_1611447297_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0005/RMBL0005430_1611447297_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0005/RMBL0005430_1611447297_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0005/RMBL0005430_1611447297.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:25f4dcab-3291-4303-9a03-85641709b40c,"2021-01-23 17:14:58",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23888258,StillImage,Photograph,en
24392601,http://bry.byu.edu/Herbarium/imgbry/01/0186/BRYV0186111_lg.jpg,http://bry.byu.edu/Herbarium/imgbry/01/0186/BRYV0186111_lg.jpg,http://bry.byu.edu/Herbarium/imgbry/01/0186/BRYV0186111_tn.jpg,http://bry.byu.edu/Herbarium/imgbry/01/0186/BRYV0186111_sm.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Brigham Young University",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:fb5ec4d8-78ca-4ffe-9344-b2b5635d0950,"2020-01-03 14:15:36",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24392601,StillImage,Photograph,en
24643259,http://sweetgum.nybg.org/images3/2431/863/03076165.jpg,http://sweetgum.nybg.org/images3/2431/863/03076165.jpg,http://sweetgum.nybg.org/images3/2431/863/03076165.thumb.jpg,,http://creativecommons.org/licenses/by/3.0/,"New York Botanical Garden Steere Herbarium (NY-)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:135c6142-ffc1-4133-954c-9899e34733e7,"2020-02-26 09:45:28",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24643259,StillImage,Photograph,en
24718427,http://sweetgum.nybg.org/images3/2431/862/03076164.jpg,http://sweetgum.nybg.org/images3/2431/862/03076164.jpg,http://sweetgum.nybg.org/images3/2431/862/03076164.thumb.jpg,,http://creativecommons.org/licenses/by/3.0/,"New York Botanical Garden Steere Herbarium (NY-)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:4a020d42-c4e4-4c6f-bb7d-7c139ab38123,"2020-02-26 09:45:28",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24718427,StillImage,Photograph,en
24768059,http://sweetgum.nybg.org/images3/2431/859/03076161.jpg,http://sweetgum.nybg.org/images3/2431/859/03076161.jpg,http://sweetgum.nybg.org/images3/2431/859/03076161.thumb.jpg,,http://creativecommons.org/licenses/by/3.0/,"New York Botanical Garden Steere Herbarium (NY-)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:75bdadf6-0673-4b0a-8aec-32ff2ac9c29d,"2020-02-26 09:45:28",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24768059,StillImage,Photograph,en
24788913,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0005/RMBL0005519_1611793788_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0005/RMBL0005519_1611793788_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0005/RMBL0005519_1611793788_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0005/RMBL0005519_1611793788.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:30d36fb9-1687-4ec1-8184-a0a9745d7fa9,"2021-01-27 17:29:49",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24788913,StillImage,Photograph,en
25287585,http://sweetgum.nybg.org/images3/2431/865/03076167.jpg,http://sweetgum.nybg.org/images3/2431/865/03076167.jpg,http://sweetgum.nybg.org/images3/2431/865/03076167.thumb.jpg,,http://creativecommons.org/licenses/by/3.0/,"New York Botanical Garden Steere Herbarium (NY-)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:5de90c8f-7349-4d14-bbc7-f167f04a6a41,"2020-07-29 14:56:12",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=25287585,StillImage,Photograph,en
27210960,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/185110_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/185110_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/185110_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/185110.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Colorado State University, Charles Maurer Herbarium (CS-)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:3d1c8316-dabb-4a5b-be82-8147712ce88d,"2021-01-12 08:31:18",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=27210960,StillImage,Photograph,en
27210961,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/185111_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/185111_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/185111_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/185111.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Colorado State University, Charles Maurer Herbarium (CS-)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:f2160b4c-b633-4994-a8ce-d36b9c259c43,"2021-01-12 08:31:18",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=27210961,StillImage,Photograph,en
27212023,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/186209_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/186209_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/186209_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/CS/0018/186209.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Colorado State University, Charles Maurer Herbarium (CS-)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:5233baf9-64bf-4ced-8c95-11b20d97318a,"2021-01-12 08:31:18",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=27212023,StillImage,Photograph,en
29183505,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006724_1676920124_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006724_1676920124_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006724_1676920124_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006724_1676920124.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:cdccdb2a-8d87-4166-8b83-3db0dd981c72,"2023-02-20 12:08:44",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=29183505,StillImage,Photograph,en
29197696,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006985_1683134060_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006985_1683134060_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006985_1683134060_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006985_1683134060.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:e3b3e631-cdd8-430b-aa08-c9da5f527a13,"2023-05-03 10:14:20",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=29197696,StillImage,Photograph,en
29266076,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006996_1683134361_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006996_1683134361_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006996_1683134361_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006996_1683134361.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:5536b350-c86b-4e24-a355-991882967faa,"2023-05-03 10:19:22",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=29266076,StillImage,Photograph,en
29271230,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006702_1676918333_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006702_1676918333_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006702_1676918333_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006702_1676918333.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:9f4d8380-31b1-431b-b7f5-28e98d7a0297,"2023-02-20 11:38:54",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=29271230,StillImage,Photograph,en
29271292,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006676_1676916464_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006676_1676916464_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006676_1676916464_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0006/RMBL0006676_1676916464.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:f5ea9ad8-94f4-4509-9c37-947938b304d5,"2023-02-20 11:07:44",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=29271292,StillImage,Photograph,en
31102387,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007319_1689264950_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007319_1689264950_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007319_1689264950_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007319_1689264950.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:13eba7d7-c5e3-4899-860b-c8ab62de3b43,"2023-07-13 09:15:53",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=31102387,StillImage,Photograph,en
31102446,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007318_1689264912_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007318_1689264912_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007318_1689264912_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007318_1689264912.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:58652e6d-a612-40b2-8189-5773e6161d1d,"2023-07-13 09:15:15",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=31102446,StillImage,Photograph,en
31102476,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007324_1689277745_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007324_1689277745_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007324_1689277745_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007324_1689277745.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:cf3df093-15df-4598-ad0c-61ee796f4b1b,"2023-07-13 12:49:08",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=31102476,StillImage,Photograph,en
31102477,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007323_1689265994_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007323_1689265994_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007323_1689265994_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007323_1689265994.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:9c74cd40-b352-4db5-9afa-491fdcffc1c3,"2023-07-13 09:33:17",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=31102477,StillImage,Photograph,en
31102478,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007322_1689265943_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007322_1689265943_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007322_1689265943_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007322_1689265943.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:95bf257a-995e-4fea-b6d8-04a7dd52a9c9,"2023-07-13 09:32:26",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=31102478,StillImage,Photograph,en
31102479,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007321_1689265032_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007321_1689265032_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007321_1689265032_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007321_1689265032.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:156c9a72-f5de-447c-b79c-6f9eca677549,"2023-07-13 09:17:15",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=31102479,StillImage,Photograph,en
31102480,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007320_1689264992_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007320_1689264992_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007320_1689264992_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007320_1689264992.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:00c00b3d-0274-445a-a028-a0b81682647c,"2023-07-13 09:16:35",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=31102480,StillImage,Photograph,en
31102556,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007316_1689264828_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007316_1689264828_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007316_1689264828_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007316_1689264828.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:9bf6e452-f519-4703-9406-f170b0e295ee,"2023-07-13 09:13:50",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=31102556,StillImage,Photograph,en
31102557,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007317_1689264868_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007317_1689264868_lg.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007317_1689264868_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/RMBL/RMBL0007/RMBL0007317_1689264868.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Rocky Mountain Biological Laboratory (RMBL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:7a11e2a8-9233-40ac-9710-ecbd97503524,"2023-07-13 09:14:31",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=31102557,StillImage,Photograph,en
32058399,https://www.soroherbaria.org/imglib/seinet/soro/CS/00200/200740.JPG,https://www.soroherbaria.org/imglib/seinet/soro/CS/00200/200740.JPG,https://www.soroherbaria.org/imglib/seinet/soro/CS/00200/200740_tn.jpg,https://www.soroherbaria.org/imglib/seinet/soro/CS/00200/200740_med.jpg,http://creativecommons.org/licenses/by-nc/3.0/,"Colorado State University, Charles Maurer Herbarium (CS-)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:e55df501-5bc3-4cfd-ae5e-1f03bff43758,"2024-03-21 06:06:04",image/jpeg,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=32058399,StillImage,Photograph,en
